User-Journey,age_group,language_preferred,Journey Number,Journey Start Date,Journey End Date,Events Combo,# of Touchpoints,Journey Duration,Conversion,Email,Facebook,House Ads,Instagram,Push
a100000345-1,45-55 years,Spanish,1,2018-01-10,2018-01-17,"Conversion, House Ads",1,7,1,0,0,1,0,0
a100004184-1,30-36 years,English,1,2018-01-14,2018-01-14,House Ads,1,0,0,0,0,1,0,0
a100006177-1,19-24 years,English,1,2018-01-18,2018-01-18,House Ads,1,0,0,0,0,1,0,0
a100004921-1,45-55 years,English,1,2018-01-17,2018-01-17,House Ads,1,0,0,0,0,1,0,0
a100005565-1,45-55 years,English,1,2018-01-07,2018-01-07,Instagram,1,0,0,0,0,0,1,0
a100002381-1,36-45 years,English,1,2018-01-15,2018-01-24,"Email, Instagram",2,9,0,1,0,0,1,0
a100002925-1,55+ years,English,1,2018-01-09,2018-01-09,House Ads,1,0,0,0,0,1,0,0
a100003631-1,30-36 years,English,1,2018-01-01,2018-01-01,House Ads,1,0,0,0,0,1,0,0
a100005982-1,24-30 years,English,1,2018-01-15,2018-01-15,Facebook,1,0,0,0,1,0,0,0
a100002563-1,0-18 years,English,1,2018-01-19,2018-01-19,Push,1,0,0,0,0,0,0,1
a100004516-1,55+ years,English,1,2018-01-10,2018-01-12,"House Ads, Instagram",2,2,0,0,0,1,1,0
a100001497-1,24-30 years,English,1,2018-01-22,2018-01-22,House Ads,1,0,0,0,0,1,0,0
a100003335-1,0-18 years,English,1,2018-01-05,2018-01-05,Facebook,1,0,0,0,1,0,0,0
a100005294-1,0-18 years,English,1,2018-01-19,2018-01-19,Facebook,1,0,0,0,1,0,0,0
a100006291-1,30-36 years,English,1,2018-01-08,2018-01-08,House Ads,1,0,0,0,0,1,0,0
a100007268-1,0-18 years,German,1,2018-01-16,2018-01-16,Conversion,0,0,1,0,0,0,0,0
a100004627-1,45-55 years,English,1,2018-01-01,2018-01-18,"Facebook, House Ads",2,17,0,0,1,1,0,0
a100006940-1,19-24 years,English,1,2018-01-30,2018-01-30,House Ads,1,0,0,0,0,1,0,0
a100001366-1,24-30 years,English,1,2018-01-01,2018-01-01,"Conversion, Instagram",1,0,1,0,0,0,1,0
a100000994-2,19-24 years,English,2,2018-01-03,2018-01-03,House Ads,1,0,0,0,0,1,0,0
a100003429-1,0-18 years,Spanish,1,2018-01-19,2018-01-19,Facebook,1,0,0,0,1,0,0,0
a100000090-1,0-18 years,English,1,2018-01-04,2018-01-04,"Conversion, House Ads",1,0,1,0,0,1,0,0
a100005352-1,24-30 years,English,1,2018-01-02,2018-01-02,House Ads,1,0,0,0,0,1,0,0
a100002066-1,19-24 years,Spanish,1,2018-01-10,2018-01-10,House Ads,1,0,0,0,0,1,0,0
a100004051-1,30-36 years,Spanish,1,2018-01-21,2018-01-21,House Ads,1,0,0,0,0,1,0,0
a100005651-1,0-18 years,English,1,2018-01-19,2018-01-19,Facebook,1,0,0,0,1,0,0,0
a100002962-1,55+ years,English,1,2018-01-14,2018-01-14,House Ads,1,0,0,0,0,1,0,0
a100005470-1,19-24 years,English,1,2018-01-19,2018-01-19,Facebook,1,0,0,0,1,0,0,0
a100005035-1,0-18 years,English,1,2018-01-08,2018-01-08,Facebook,1,0,0,0,1,0,0,0
a100001066-1,19-24 years,English,1,2018-01-12,2018-01-12,"Conversion, Facebook",1,0,1,0,1,0,0,0
a100002399-1,36-45 years,English,1,2018-01-15,2018-01-27,"Email, Facebook",2,12,0,1,1,0,0,0
a100003943-1,0-18 years,English,1,2018-01-05,2018-01-05,Instagram,1,0,0,0,0,0,1,0
a100006668-1,24-30 years,English,1,2018-01-11,2018-01-11,House Ads,1,0,0,0,0,1,0,0
a100005240-1,24-30 years,English,1,2018-01-12,2018-01-12,House Ads,1,0,0,0,0,1,0,0
a100000711-1,30-36 years,English,1,2018-01-05,2018-01-05,House Ads,1,0,0,0,0,1,0,0
a100000621-1,30-36 years,English,1,2018-01-23,2018-01-23,Conversion,0,0,1,0,0,0,0,0
a100004339-1,36-45 years,English,1,2018-01-11,2018-01-15,"Facebook, House Ads",2,4,0,0,1,1,0,0
a100006455-1,55+ years,English,1,2018-01-06,2018-01-06,Instagram,1,0,0,0,0,0,1,0
a100005537-1,45-55 years,English,1,2018-01-03,2018-01-03,House Ads,1,0,0,0,0,1,0,0
a100002877-1,0-18 years,English,1,2018-01-02,2018-01-02,House Ads,1,0,0,0,0,1,0,0
a100003005-1,30-36 years,English,1,2018-01-20,2018-01-20,Push,1,0,0,0,0,0,0,1
a100000715-1,19-24 years,English,1,2018-01-06,2018-01-06,Instagram,1,0,0,0,0,0,1,0
a100001706-1,19-24 years,English,1,2018-01-21,2018-01-21,House Ads,1,0,0,0,0,1,0,0
a100004441-1,19-24 years,German,1,2018-01-23,2018-01-23,House Ads,1,0,0,0,0,1,0,0
a100006842-1,19-24 years,English,1,2018-01-10,2018-01-10,House Ads,1,0,0,0,0,1,0,0
a100003289-1,30-36 years,English,1,2018-01-30,2018-01-30,House Ads,1,0,0,0,0,1,0,0
a100005576-1,24-30 years,English,1,2018-01-08,2018-01-08,House Ads,1,0,0,0,0,1,0,0
a100000063-1,24-30 years,English,1,2018-01-01,2018-01-03,"Conversion, House Ads",1,2,1,0,0,1,0,0
a100006134-1,0-18 years,English,1,2018-01-11,2018-01-11,House Ads,1,0,0,0,0,1,0,0
a100004751-1,30-36 years,English,1,2018-01-16,2018-01-16,House Ads,1,0,0,0,0,1,0,0
a100005913-1,24-30 years,English,1,2018-01-05,2018-01-15,"Email, House Ads",2,10,0,1,0,1,0,0
a100002319-1,24-30 years,English,1,2018-01-15,2018-01-20,"Facebook, Instagram",2,5,0,0,1,0,1,0
a100005611-1,24-30 years,English,1,2018-01-13,2018-01-13,Facebook,1,0,0,0,1,0,0,0
a100000046-1,19-24 years,English,1,2018-01-02,2018-01-02,"Conversion, House Ads",1,0,1,0,0,1,0,0
a100001587-1,24-30 years,English,1,2018-01-04,2018-01-04,Push,1,0,0,0,0,0,0,1
a100002549-1,36-45 years,English,1,2018-01-17,2018-01-17,Instagram,1,0,0,0,0,0,1,0
a100003793-1,36-45 years,English,1,2018-01-15,2018-01-15,Email,1,0,0,1,0,0,0,0
a100004574-1,19-24 years,English,1,2018-01-19,2018-01-28,"Facebook, House Ads",2,9,0,0,1,1,0,0
a100006740-1,36-45 years,English,1,2018-01-27,2018-01-27,Facebook,1,0,0,0,1,0,0,0
a100001420-1,30-36 years,English,1,2018-01-11,2018-01-11,Facebook,1,0,0,0,1,0,0,0
a100005909-1,45-55 years,English,1,2018-01-05,2018-01-15,"Email, Instagram",2,10,0,1,0,0,1,0
a100000085-1,24-30 years,Spanish,1,2018-01-04,2018-01-04,Conversion,0,0,1,0,0,0,0,0
a100001520-1,19-24 years,Spanish,1,2018-01-25,2018-01-25,House Ads,1,0,0,0,0,1,0,0
a100006866-1,36-45 years,English,1,2018-01-14,2018-01-14,House Ads,1,0,0,0,0,1,0,0
a100005991-1,36-45 years,English,1,2018-01-17,2018-01-17,House Ads,1,0,0,0,0,1,0,0
a100005811-1,55+ years,English,1,2018-01-16,2018-01-16,Facebook,1,0,0,0,1,0,0,0
a100001408-1,30-36 years,Spanish,1,2018-01-09,2018-01-09,House Ads,1,0,0,0,0,1,0,0
a100003386-1,36-45 years,English,1,2018-01-13,2018-01-13,Push,1,0,0,0,0,0,0,1
a100002268-1,45-55 years,English,1,2018-01-08,2018-01-08,Facebook,1,0,0,0,1,0,0,0
a100006168-1,55+ years,English,1,2018-01-16,2018-01-16,Facebook,1,0,0,0,1,0,0,0
a100001579-1,0-18 years,English,1,2018-01-03,2018-01-03,Push,1,0,0,0,0,0,0,1
a100003163-1,0-18 years,English,1,2018-01-12,2018-01-12,House Ads,1,0,0,0,0,1,0,0
a100004887-1,55+ years,English,1,2018-01-12,2018-01-12,House Ads,1,0,0,0,0,1,0,0
a100006207-1,30-36 years,English,1,2018-01-27,2018-01-27,Facebook,1,0,0,0,1,0,0,0
a100002961-1,55+ years,English,1,2018-01-14,2018-01-14,Facebook,1,0,0,0,1,0,0,0
a100003321-1,55+ years,English,1,2018-01-03,2018-01-03,Push,1,0,0,0,0,0,0,1
a100001508-1,19-24 years,English,1,2018-01-24,2018-01-24,Facebook,1,0,0,0,1,0,0,0
a100004004-1,45-55 years,English,1,2018-01-14,2018-01-14,Facebook,1,0,0,0,1,0,0,0
a100005237-1,55+ years,English,1,2018-01-11,2018-01-11,Instagram,1,0,0,0,0,0,1,0
a100005278-1,45-55 years,English,1,2018-01-17,2018-01-17,Facebook,1,0,0,0,1,0,0,0
a100005260-1,19-24 years,English,1,2018-01-14,2018-01-14,Instagram,1,0,0,0,0,0,1,0
a100003358-1,45-55 years,English,1,2018-01-09,2018-01-09,House Ads,1,0,0,0,0,1,0,0
a100000750-1,24-30 years,English,1,2018-01-08,2018-01-08,Push,1,0,0,0,0,0,0,1
a100002543-1,36-45 years,English,1,2018-01-16,2018-01-16,Facebook,1,0,0,0,1,0,0,0
a100005357-1,0-18 years,English,1,2018-01-03,2018-01-03,Instagram,1,0,0,0,0,0,1,0
a100003864-1,45-55 years,English,1,2018-01-15,2018-01-15,Email,1,0,0,1,0,0,0,0
a100006977-1,30-36 years,English,1,2018-01-04,2018-01-04,Facebook,1,0,0,0,1,0,0,0
a100001989-1,24-30 years,English,1,2018-01-25,2018-01-30,"House Ads, Instagram",2,5,0,0,0,1,1,0
a100002297-1,36-45 years,English,1,2018-01-12,2018-01-28,"House Ads, Instagram",2,16,0,0,0,1,1,0
a100002498-1,19-24 years,Spanish,1,2018-01-10,2018-01-10,House Ads,1,0,0,0,0,1,0,0
a100000790-1,19-24 years,English,1,2018-01-15,2018-01-16,"Conversion, Facebook, House Ads",2,1,1,0,1,1,0,0
a100003471-1,36-45 years,Arabic,1,2018-01-25,2018-01-25,House Ads,1,0,0,0,0,1,0,0
a100002217-1,24-30 years,English,1,2018-01-01,2018-01-01,House Ads,1,0,0,0,0,1,0,0
a100006295-1,0-18 years,English,1,2018-01-09,2018-01-09,House Ads,1,0,0,0,0,1,0,0
a100006952-1,55+ years,English,1,2018-01-31,2018-01-31,House Ads,1,0,0,0,0,1,0,0
a100006969-1,24-30 years,English,1,2018-01-03,2018-01-03,Push,1,0,0,0,0,0,0,1
a100005232-1,19-24 years,English,1,2018-01-10,2018-01-10,House Ads,1,0,0,0,0,1,0,0
a100006747-1,36-45 years,English,1,2018-01-28,2018-01-28,House Ads,1,0,0,0,0,1,0,0
a100005403-1,36-45 years,English,1,2018-01-09,2018-01-09,Facebook,1,0,0,0,1,0,0,0
a100004739-1,45-55 years,English,1,2018-01-17,2018-01-25,"Facebook, House Ads",2,8,0,0,1,1,0,0
a100001106-1,19-24 years,English,1,2018-01-19,2018-01-19,"Conversion, Instagram",1,0,1,0,0,0,1,0
a100002161-1,0-18 years,English,1,2018-01-14,2018-01-24,"Email, House Ads",2,10,0,1,0,1,0,0
a100000803-1,19-24 years,English,1,2018-01-15,2018-01-23,"Conversion, House Ads, Instagram",2,8,1,0,0,1,1,0
a100004265-1,0-18 years,English,1,2018-01-27,2018-01-31,"House Ads, Instagram",2,4,0,0,0,1,1,0
a100002121-1,24-30 years,English,1,2018-01-05,2018-01-05,House Ads,1,0,0,0,0,1,0,0
a100005312-1,36-45 years,English,1,2018-01-27,2018-01-27,House Ads,1,0,0,0,0,1,0,0
a100002611-1,0-18 years,English,1,2018-01-26,2018-01-26,Push,1,0,0,0,0,0,0,1
a100001694-1,19-24 years,English,1,2018-01-19,2018-01-19,Instagram,1,0,0,0,0,0,1,0
a100002991-1,0-18 years,English,1,2018-01-18,2018-01-18,House Ads,1,0,0,0,0,1,0,0
a100005708-1,19-24 years,English,1,2018-01-02,2018-01-02,Instagram,1,0,0,0,0,0,1,0
a100003097-1,19-24 years,English,1,2018-01-02,2018-01-02,House Ads,1,0,0,0,0,1,0,0
a100001609-1,0-18 years,English,1,2018-01-07,2018-01-07,House Ads,1,0,0,0,0,1,0,0
a100000584-1,19-24 years,English,1,2018-01-28,2018-01-28,"Conversion, Facebook",1,0,1,0,1,0,0,0
a100001135-1,55+ years,English,1,2018-01-01,2018-01-03,"Conversion, Facebook",1,2,1,0,1,0,0,0
a100001316-1,19-24 years,English,1,2018-01-27,2018-01-29,"Conversion, Facebook",1,2,1,0,1,0,0,0
a100003103-1,55+ years,English,1,2018-01-03,2018-01-03,Instagram,1,0,0,0,0,0,1,0
a100003671-1,45-55 years,English,1,2018-01-06,2018-01-06,House Ads,1,0,0,0,0,1,0,0
a100005129-1,30-36 years,English,1,2018-01-27,2018-01-27,House Ads,1,0,0,0,0,1,0,0
a100001789-1,0-18 years,English,1,2018-01-02,2018-01-18,"House Ads, Instagram",2,16,0,0,0,1,1,0
a100003055-1,55+ years,English,1,2018-01-27,2018-01-27,House Ads,1,0,0,0,0,1,0,0
a100002116-1,30-36 years,English,1,2018-01-17,2018-01-31,"Facebook, House Ads",2,14,0,0,1,1,0,0
a100001008-1,36-45 years,English,1,2018-01-05,2018-01-14,"House Ads, Instagram",2,9,0,0,0,1,1,0
a100003751-1,0-18 years,English,1,2018-01-03,2018-01-03,Facebook,1,0,0,0,1,0,0,0
a100001781-1,36-45 years,English,1,2018-01-31,2018-01-31,Instagram,1,0,0,0,0,0,1,0
a100006093-1,19-24 years,English,1,2018-01-05,2018-01-05,Facebook,1,0,0,0,1,0,0,0
a100002911-1,45-55 years,English,1,2018-01-07,2018-01-07,House Ads,1,0,0,0,0,1,0,0
a100006363-1,45-55 years,English,1,2018-01-19,2018-01-19,Facebook,1,0,0,0,1,0,0,0
a100002322-1,45-55 years,English,1,2018-01-16,2018-01-23,"Facebook, House Ads",2,7,0,0,1,1,0,0
a100004353-1,36-45 years,English,1,2018-01-13,2018-01-13,House Ads,1,0,0,0,0,1,0,0
a100002894-1,55+ years,English,1,2018-01-04,2018-01-04,Instagram,1,0,0,0,0,0,1,0
a100006073-1,24-30 years,English,1,2018-01-03,2018-01-03,House Ads,1,0,0,0,0,1,0,0
a100003711-1,55+ years,English,1,2018-01-28,2018-01-28,Push,1,0,0,0,0,0,0,1
a100001089-2,19-24 years,English,2,2018-01-26,2018-01-26,House Ads,1,0,0,0,0,1,0,0
a100001272-1,36-45 years,English,1,2018-01-21,2018-01-24,"Facebook, House Ads",2,3,0,0,1,1,0,0
a100005322-1,0-18 years,English,1,2018-01-29,2018-01-29,Push,1,0,0,0,0,0,0,1
a100006107-1,19-24 years,English,1,2018-01-08,2018-01-08,House Ads,1,0,0,0,0,1,0,0
a100005502-1,45-55 years,English,1,2018-01-29,2018-01-29,Facebook,1,0,0,0,1,0,0,0
a100004526-1,24-30 years,English,1,2018-01-12,2018-01-22,"Facebook, House Ads",2,10,0,0,1,1,0,0
a100002837-1,55+ years,English,1,2018-01-27,2018-01-27,House Ads,1,0,0,0,0,1,0,0
a100001936-1,30-36 years,English,1,2018-01-08,2018-01-08,House Ads,1,0,0,0,0,1,0,0
a100004656-1,55+ years,Spanish,1,2018-01-05,2018-01-05,House Ads,1,0,0,0,0,1,0,0
a100000303-1,55+ years,English,1,2018-01-10,2018-01-10,"Conversion, House Ads",1,0,1,0,0,1,0,0
a100000717-1,30-36 years,English,1,2018-01-06,2018-01-06,House Ads,1,0,0,0,0,1,0,0
a100000435-1,55+ years,English,1,2018-01-14,2018-01-14,House Ads,1,0,0,0,0,1,0,0
a100002602-1,30-36 years,Spanish,1,2018-01-25,2018-01-25,House Ads,1,0,0,0,0,1,0,0
a100004385-1,19-24 years,English,1,2018-01-17,2018-01-17,House Ads,1,0,0,0,0,1,0,0
a100001355-1,24-30 years,English,1,2018-01-02,2018-01-21,"Conversion, Push",1,19,1,0,0,0,0,1
a100006551-1,36-45 years,English,1,2018-01-20,2018-01-20,House Ads,1,0,0,0,0,1,0,0
a100004920-1,36-45 years,English,1,2018-01-17,2018-01-17,House Ads,1,0,0,0,0,1,0,0
a100000529-1,0-18 years,English,1,2018-01-04,2018-01-04,"Conversion, Instagram",1,0,1,0,0,0,1,0
a100003312-1,55+ years,English,1,2018-01-02,2018-01-02,Facebook,1,0,0,0,1,0,0,0
a100004677-1,55+ years,English,1,2018-01-08,2018-01-26,"House Ads, Instagram",2,18,0,0,0,1,1,0
a100004697-1,45-55 years,English,1,2018-01-11,2018-01-11,House Ads,1,0,0,0,0,1,0,0
a100003571-1,55+ years,English,1,2018-01-08,2018-01-08,Instagram,1,0,0,0,0,0,1,0
a100004807-1,30-36 years,English,1,2018-01-01,2018-01-01,House Ads,1,0,0,0,0,1,0,0
a100001111-1,0-18 years,English,1,2018-01-24,2018-01-24,"Conversion, Push",1,0,1,0,0,0,0,1
a100001973-1,36-45 years,English,1,2018-01-28,2018-01-30,"House Ads, Instagram",2,2,0,0,0,1,1,0
a100004831-1,55+ years,English,1,2018-01-04,2018-01-04,House Ads,1,0,0,0,0,1,0,0
a100006504-1,55+ years,English,1,2018-01-13,2018-01-13,House Ads,1,0,0,0,0,1,0,0
a100005980-1,55+ years,English,1,2018-01-15,2018-01-15,"Email, Instagram",2,0,0,1,0,0,1,0
a100007237-1,0-18 years,Arabic,1,2018-01-23,2018-01-23,House Ads,1,0,0,0,0,1,0,0
a100006460-1,36-45 years,English,1,2018-01-07,2018-01-07,House Ads,1,0,0,0,0,1,0,0
a100007243-1,55+ years,Spanish,1,2018-01-29,2018-01-29,House Ads,1,0,0,0,0,1,0,0
a100001155-1,19-24 years,English,1,2018-01-04,2018-01-04,"Conversion, Push",1,0,1,0,0,0,0,1
a100003679-1,24-30 years,Spanish,1,2018-01-08,2018-01-08,House Ads,1,0,0,0,0,1,0,0
a100006038-1,24-30 years,English,1,2018-01-29,2018-01-29,Facebook,1,0,0,0,1,0,0,0
a100006589-1,0-18 years,English,1,2018-01-31,2018-01-31,House Ads,1,0,0,0,0,1,0,0
a100007272-1,0-18 years,German,1,2018-01-16,2018-01-16,Conversion,0,0,1,0,0,0,0,0
a100004890-1,24-30 years,English,1,2018-01-13,2018-01-13,Push,1,0,0,0,0,0,0,1
a100004228-1,45-55 years,English,1,2018-01-20,2018-01-27,"House Ads, Instagram",2,7,0,0,0,1,1,0
a100005568-1,19-24 years,English,1,2018-01-07,2018-01-07,House Ads,1,0,0,0,0,1,0,0
a100005415-1,24-30 years,English,1,2018-01-11,2018-01-11,House Ads,1,0,0,0,0,1,0,0
a100005449-1,19-24 years,English,1,2018-01-16,2018-01-16,House Ads,1,0,0,0,0,1,0,0
a100000286-1,30-36 years,English,1,2018-01-09,2018-01-09,"Conversion, House Ads",1,0,1,0,0,1,0,0
a100001236-1,24-30 years,English,1,2018-01-16,2018-01-18,"Conversion, Facebook, Instagram",2,2,1,0,1,0,1,0
a100004767-1,45-55 years,English,1,2018-01-21,2018-01-21,House Ads,1,0,0,0,0,1,0,0
a100001057-2,19-24 years,English,2,2018-01-21,2018-01-21,House Ads,1,0,0,0,0,1,0,0
a100001571-1,36-45 years,English,1,2018-01-01,2018-01-01,Push,1,0,0,0,0,0,0,1
a100006348-1,36-45 years,English,1,2018-01-16,2018-01-16,House Ads,1,0,0,0,0,1,0,0
a100000995-2,24-30 years,English,2,2018-01-12,2018-01-12,Push,1,0,0,0,0,0,0,1
a100003516-1,24-30 years,English,1,2018-01-31,2018-01-31,Push,1,0,0,0,0,0,0,1
a100001608-1,45-55 years,English,1,2018-01-07,2018-01-07,House Ads,1,0,0,0,0,1,0,0
a100003468-1,19-24 years,English,1,2018-01-24,2018-01-24,Facebook,1,0,0,0,1,0,0,0
a100000232-1,0-18 years,English,1,2018-01-20,2018-01-20,Push,1,0,0,0,0,0,0,1
a100003172-1,0-18 years,English,1,2018-01-13,2018-01-13,House Ads,1,0,0,0,0,1,0,0
a100003228-1,55+ years,English,1,2018-01-21,2018-01-21,House Ads,1,0,0,0,0,1,0,0
a100006538-1,45-55 years,English,1,2018-01-18,2018-01-18,House Ads,1,0,0,0,0,1,0,0
a100001500-1,45-55 years,English,1,2018-01-22,2018-01-22,Facebook,1,0,0,0,1,0,0,0
a100000940-1,36-45 years,English,1,2018-01-04,2018-01-13,"Facebook, House Ads",2,9,0,0,1,1,0,0
a100004776-1,0-18 years,English,1,2018-01-27,2018-01-27,House Ads,1,0,0,0,0,1,0,0
a100001995-1,24-30 years,English,1,2018-01-31,2018-01-31,"House Ads, Push",2,0,0,0,0,1,0,1
a100006387-1,19-24 years,English,1,2018-01-27,2018-01-27,House Ads,1,0,0,0,0,1,0,0
a100001532-1,19-24 years,English,1,2018-01-27,2018-01-27,Facebook,1,0,0,0,1,0,0,0
a100006621-1,36-45 years,English,1,2018-01-04,2018-01-04,House Ads,1,0,0,0,0,1,0,0
a100003071-1,24-30 years,English,1,2018-01-30,2018-01-30,House Ads,1,0,0,0,0,1,0,0
a100001639-1,0-18 years,English,1,2018-01-11,2018-01-11,Facebook,1,0,0,0,1,0,0,0
a100002043-1,24-30 years,English,1,2018-01-07,2018-01-20,"House Ads, Push",2,13,0,0,0,1,0,1
a100003109-1,24-30 years,English,1,2018-01-04,2018-01-04,Push,1,0,0,0,0,0,0,1
a100004874-1,0-18 years,English,1,2018-01-10,2018-01-10,Push,1,0,0,0,0,0,0,1
a100000786-1,0-18 years,English,1,2018-01-15,2018-01-17,"Conversion, Instagram",1,2,1,0,0,0,1,0
a100005356-1,55+ years,English,1,2018-01-02,2018-01-02,Instagram,1,0,0,0,0,0,1,0
a100006725-1,30-36 years,English,1,2018-01-19,2018-01-19,House Ads,1,0,0,0,0,1,0,0
a100007081-1,24-30 years,English,1,2018-01-19,2018-01-19,Facebook,1,0,0,0,1,0,0,0
a100007232-1,24-30 years,English,1,2018-01-18,2018-01-18,Facebook,1,0,0,0,1,0,0,0
a100001544-1,19-24 years,English,1,2018-01-29,2018-01-29,House Ads,1,0,0,0,0,1,0,0
a100003360-1,55+ years,English,1,2018-01-09,2018-01-09,Push,1,0,0,0,0,0,0,1
a100001294-1,24-30 years,English,1,2018-01-24,2018-01-25,"Conversion, Instagram",1,1,1,0,0,0,1,0
a100003514-1,0-18 years,English,1,2018-01-31,2018-01-31,House Ads,1,0,0,0,0,1,0,0
a100005287-1,0-18 years,English,1,2018-01-18,2018-01-18,House Ads,1,0,0,0,0,1,0,0
a100000078-1,30-36 years,English,1,2018-01-03,2018-01-03,"Conversion, House Ads",1,0,1,0,0,1,0,0
a100001143-2,19-24 years,English,2,2018-01-02,2018-01-02,Facebook,1,0,0,0,1,0,0,0
a100002176-1,30-36 years,English,1,2018-01-26,2018-01-26,House Ads,1,0,0,0,0,1,0,0
a100004671-1,0-18 years,English,1,2018-01-07,2018-01-07,House Ads,1,0,0,0,0,1,0,0
a100005759-1,30-36 years,English,1,2018-01-09,2018-01-09,House Ads,1,0,0,0,0,1,0,0
a100001073-2,19-24 years,English,2,2018-01-23,2018-01-23,House Ads,1,0,0,0,0,1,0,0
a100000187-1,24-30 years,English,1,2018-01-31,2018-01-31,Facebook,1,0,0,0,1,0,0,0
a100004557-1,45-55 years,English,1,2018-01-11,2018-01-16,"House Ads, Instagram",2,5,0,0,0,1,1,0
a100006331-1,19-24 years,English,1,2018-01-14,2018-01-14,House Ads,1,0,0,0,0,1,0,0
a100003730-1,55+ years,English,1,2018-01-31,2018-01-31,House Ads,1,0,0,0,0,1,0,0
a100006682-1,24-30 years,English,1,2018-01-13,2018-01-13,House Ads,1,0,0,0,0,1,0,0
a100005104-1,55+ years,English,1,2018-01-18,2018-01-18,House Ads,1,0,0,0,0,1,0,0
a100006276-1,24-30 years,English,1,2018-01-06,2018-01-06,House Ads,1,0,0,0,0,1,0,0
a100001231-1,19-24 years,English,1,2018-01-15,2018-01-17,"Conversion, Facebook",1,2,1,0,1,0,0,0
a100003231-1,19-24 years,English,1,2018-01-22,2018-01-22,Facebook,1,0,0,0,1,0,0,0
a100001133-1,36-45 years,English,1,2018-01-01,2018-01-01,"Conversion, Facebook",1,0,1,0,1,0,0,0
a100002301-1,24-30 years,English,1,2018-01-13,2018-01-13,Instagram,1,0,0,0,0,0,1,0
a100004455-1,19-24 years,German,1,2018-01-02,2018-01-02,House Ads,1,0,0,0,0,1,0,0
a100006345-1,19-24 years,English,1,2018-01-16,2018-01-16,Push,1,0,0,0,0,0,0,1
a100006814-1,19-24 years,English,1,2018-01-06,2018-01-06,House Ads,1,0,0,0,0,1,0,0
a100003808-1,45-55 years,English,1,2018-01-15,2018-01-15,Email,1,0,0,1,0,0,0,0
a100005762-1,55+ years,English,1,2018-01-09,2018-01-09,Push,1,0,0,0,0,0,0,1
a100002402-1,19-24 years,English,1,2018-01-15,2018-01-27,"Email, House Ads",2,12,0,1,0,1,0,0
a100000530-1,19-24 years,Arabic,1,2018-01-05,2018-01-05,"Conversion, Email",1,0,1,1,0,0,0,0
a100004246-1,24-30 years,English,1,2018-01-08,2018-01-08,Facebook,1,0,0,0,1,0,0,0
a100003543-1,0-18 years,English,1,2018-01-04,2018-01-04,Facebook,1,0,0,0,1,0,0,0
a100006008-1,0-18 years,English,1,2018-01-19,2018-01-19,House Ads,1,0,0,0,0,1,0,0
a100000047-1,24-30 years,English,1,2018-01-02,2018-01-02,Conversion,0,0,1,0,0,0,0,0
a100001102-2,19-24 years,English,2,2018-01-27,2018-01-27,Instagram,1,0,0,0,0,0,1,0
a100001239-1,19-24 years,English,1,2018-01-16,2018-01-18,"Conversion, Facebook",1,2,1,0,1,0,0,0
a100003158-1,36-45 years,English,1,2018-01-11,2018-01-11,House Ads,1,0,0,0,0,1,0,0
a100006097-1,45-55 years,English,1,2018-01-06,2018-01-06,House Ads,1,0,0,0,0,1,0,0
a100002326-1,30-36 years,English,1,2018-01-16,2018-01-27,"Facebook, Instagram",2,11,0,0,1,0,1,0
a100002327-1,36-45 years,English,1,2018-01-17,2018-01-28,"Facebook, Instagram",2,11,0,0,1,0,1,0
a100002867-1,55+ years,English,1,2018-01-01,2018-01-01,Facebook,1,0,0,0,1,0,0,0
a100006548-1,19-24 years,English,1,2018-01-19,2018-01-19,Facebook,1,0,0,0,1,0,0,0
a100001610-1,19-24 years,English,1,2018-01-07,2018-01-07,House Ads,1,0,0,0,0,1,0,0
a100005847-1,0-18 years,English,1,2018-01-27,2018-01-27,House Ads,1,0,0,0,0,1,0,0
a100006022-1,0-18 years,English,1,2018-01-26,2018-01-26,Facebook,1,0,0,0,1,0,0,0
a100001807-1,0-18 years,English,1,2018-01-04,2018-01-21,"Facebook, House Ads",2,17,0,0,1,1,0,0
a100005983-1,30-36 years,English,1,2018-01-15,2018-01-15,House Ads,1,0,0,0,0,1,0,0
a100007207-1,45-55 years,English,1,2018-01-23,2018-01-23,House Ads,1,0,0,0,0,1,0,0
a100000582-1,24-30 years,English,1,2018-01-26,2018-01-26,"Conversion, Facebook",1,0,1,0,1,0,0,0
a100006431-1,30-36 years,English,1,2018-01-03,2018-01-03,Facebook,1,0,0,0,1,0,0,0
a100005536-1,36-45 years,English,1,2018-01-03,2018-01-03,House Ads,1,0,0,0,0,1,0,0
a100001362-1,19-24 years,English,1,2018-01-03,2018-01-28,"Conversion, House Ads",1,25,1,0,0,1,0,0
a100003260-1,19-24 years,English,1,2018-01-26,2018-01-26,Facebook,1,0,0,0,1,0,0,0
a100002987-1,45-55 years,English,1,2018-01-18,2018-01-18,Facebook,1,0,0,0,1,0,0,0
a100007115-1,19-24 years,English,1,2018-01-29,2018-01-29,House Ads,1,0,0,0,0,1,0,0
a100004433-1,0-18 years,German,1,2018-01-15,2018-01-15,House Ads,1,0,0,0,0,1,0,0
a100006402-1,24-30 years,English,1,2018-01-29,2018-01-29,Facebook,1,0,0,0,1,0,0,0
a100002680-1,24-30 years,English,1,2018-01-05,2018-01-05,Facebook,1,0,0,0,1,0,0,0
